,count,word,neighbourhood
922,4,one,East Queen Anne
923,4,suite,East Queen Anne
924,4,city,East Queen Anne
925,4,close,East Queen Anne
926,4,basement,East Queen Anne
927,4,space,East Queen Anne
928,4,central,East Queen Anne
929,4,walk,East Queen Anne
930,4,lower,East Queen Anne
931,3,centrally,East Queen Anne
932,3,near,East Queen Anne
933,3,house,East Queen Anne
934,3,walking,East Queen Anne
935,3,best,East Queen Anne
936,3,views,East Queen Anne
937,3,bath,East Queen Anne
938,3,level,East Queen Anne
939,3,modern,East Queen Anne
940,3,urban,East Queen Anne
941,3,fremont,East Queen Anne
942,3,heart,East Queen Anne
943,3,minute,East Queen Anne
944,3,hill,East Queen Anne
945,3,luxury,East Queen Anne
946,2,distance,East Queen Anne
947,2,score,East Queen Anne
948,2,charming,East Queen Anne
949,2,cute,East Queen Anne
950,2,bus,East Queen Anne
951,2,away,East Queen Anne
952,2,wo,East Queen Anne
953,2,loft,East Queen Anne
954,2,available,East Queen Anne
955,2,unit,East Queen Anne
956,2,daylight,East Queen Anne
957,2,elegant,East Queen Anne
958,2,mibbett,East Queen Anne
959,2,love,East Queen Anne
960,2,family,East Queen Anne
961,2,din,East Queen Anne
962,2,hollow,East Queen Anne
963,2,ann,East Queen Anne
964,2,center,East Queen Anne
965,2,comfortable,East Queen Anne
966,2,remodeled,East Queen Anne
967,2,ideal,East Queen Anne
968,2,se,East Queen Anne
969,2,easy,East Queen Anne
970,2,access,East Queen Anne
971,2,takes,East Queen Anne
972,2,beautiful,East Queen Anne
973,2,amazing,East Queen Anne
974,2,historic,East Queen Anne
975,2,welcome,East Queen Anne
976,2,garden,East Queen Anne
977,2,conveniently,East Queen Anne
978,2,clean,East Queen Anne
979,2,sleeps,East Queen Anne
980,2,min,East Queen Anne
981,2,turn,East Queen Anne
982,2,bungalow,East Queen Anne
983,2,spectacular,East Queen Anne
984,2,perfect,East Queen Anne
985,1,bloc,East Queen Anne
986,1,fireplace,East Queen Anne
987,1,accessed,East Queen Anne
988,1,cleaning,East Queen Anne
989,1,floors,East Queen Anne
990,1,westlk,East Queen Anne
991,1,lakefront,East Queen Anne
992,1,deck,East Queen Anne
993,1,intimate,East Queen Anne
994,1,zen,East Queen Anne
995,1,parking,East Queen Anne
996,1,sleep,East Queen Anne
997,1,really,East Queen Anne
998,1,incredible,East Queen Anne
999,1,qa,East Queen Anne
1000,1,bright,East Queen Anne
1001,1,freepark,East Queen Anne
1002,1,crafts,East Queen Anne
1003,1,ground,East Queen Anne
1004,1,qu,East Queen Anne
1005,1,yet,East Queen Anne
1006,1,coffee,East Queen Anne
1007,1,guest,East Queen Anne
1008,1,places,East Queen Anne
1009,1,group,East Queen Anne
1010,1,safe,East Queen Anne
1011,1,converted,East Queen Anne
1012,1,traveling,East Queen Anne
1013,1,cool,East Queen Anne
1014,1,luxurious,East Queen Anne
1015,1,beaut,East Queen Anne
1016,1,world,East Queen Anne
1017,1,contained,East Queen Anne
1018,1,steps,East Queen Anne
1019,1,shops,East Queen Anne
1020,1,side,East Queen Anne
1021,1,tv,East Queen Anne
1022,1,xb,East Queen Anne
1023,1,jan,East Queen Anne
1024,1,walkable,East Queen Anne
1025,1,retro,East Queen Anne
1026,1,hardwood,East Queen Anne
1027,1,neighborhood,East Queen Anne
1028,1,en,East Queen Anne
1029,1,moder,East Queen Anne
1030,1,yearold,East Queen Anne
1031,1,stays,East Queen Anne
1032,1,first,East Queen Anne
1033,1,everything,East Queen Anne
1034,1,tidy,East Queen Anne
1035,1,pleasant,East Queen Anne
1036,1,queenanne,East Queen Anne
1037,1,vintage,East Queen Anne
1038,1,floor,East Queen Anne
1039,1,balcony,East Queen Anne
1040,1,bd,East Queen Anne
1041,1,need,East Queen Anne
1042,1,aw,East Queen Anne
1043,1,high,East Queen Anne
1044,1,centr,East Queen Anne
1045,1,retreat,East Queen Anne
1046,1,gym,East Queen Anne
1047,1,dec,East Queen Anne
1048,1,look,East Queen Anne
1049,1,twobath,East Queen Anne
1050,1,landmark,East Queen Anne
1051,1,bed,East Queen Anne
1052,1,getaway,East Queen Anne
1053,1,homey,East Queen Anne
1054,1,comfortably,East Queen Anne
1055,1,flat,East Queen Anne
1056,1,beautifully,East Queen Anne
1057,1,apartmen,East Queen Anne
1058,1,appointed,East Queen Anne
1059,1,relaxing,East Queen Anne
1060,1,dream,East Queen Anne
1061,1,hilltop,East Queen Anne
1062,22,wallingford,Wallingford
1063,20,apartment,Wallingford
1064,15,home,Wallingford
1065,12,cozy,Wallingford
1066,12,private,Wallingford
1067,11,bedroom,Wallingford
1068,11,lake,Wallingford
1069,9,green,Wallingford
1070,9,house,Wallingford
1071,7,craftsman,Wallingford
1072,7,bed,Wallingford
1073,7,new,Wallingford
1074,6,uw,Wallingford
1075,6,remodeled,Wallingford
1076,6,studio,Wallingford
1077,6,modern,Wallingford
1078,5,suite,Wallingford
1079,5,seattle,Wallingford
1080,5,charming,Wallingford
1081,5,one,Wallingford
1082,5,greenlake,Wallingford
1083,5,near,Wallingford
1084,4,basement,Wallingford
1085,4,located,Wallingford
1086,4,clean,Wallingford
1087,4,garden,Wallingford
1088,4,great,Wallingford
1089,4,union,Wallingford
1090,4,spacious,Wallingford
1091,4,location,Wallingford
